index,name,url,phone,rating,address,latitude,longitude
353,Sud Forno,https://www.yelp.com/biz/sud-forno-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165047667,4.0,716 Queen Street W,43.6463029979425,-79.4090037201832
354,Branca,https://www.yelp.com/biz/branca-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165198165,4.0,1727 Dundas Street W,43.6499499,-79.43898
355,Omg Oh My Gyro,https://www.yelp.com/biz/omg-oh-my-gyro-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169016473,4.0,155 John Street,43.6501,-79.39091
356,The Federal,https://www.yelp.com/biz/the-federal-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473529120,4.0,1438 Dundas Street W,43.6497699,-79.43011
357,Hair of the Dog,https://www.yelp.com/biz/hair-of-the-dog-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169642708,4.0,425 Church Street,43.662946823805,-79.379592870241
358,KINTON RAMEN,https://www.yelp.com/biz/kinton-ramen-toronto-16?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473488555,4.0,396 Church Street,43.6603113,-79.3789004
359,East Thirty-Six,https://www.yelp.com/biz/east-thirty-six-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473503636,4.0,36 Wellington Street E,43.6484529,-79.3750706
360,Early Bird Coffee & Kitchen,https://www.yelp.com/biz/early-bird-coffee-and-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473482473,4.0,613 Queen Street W,43.64729,-79.40246
361,DOMA,https://www.yelp.com/biz/doma-toronto-3?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165511550,4.0,50C Clinton Street,43.65547,-79.4141
362,Swatow Restaurant,https://www.yelp.com/biz/swatow-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169770601,4.0,309 Spadina Avenue,43.65385,-79.39796
363,Thai Fantasy,https://www.yelp.com/biz/thai-fantasy-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169226888,4.0,578 Yonge Street,43.66513,-79.38488
364,The Burger's Priest,https://www.yelp.com/biz/the-burgers-priest-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473460617,3.5,1636 Queen Street E,43.6666719418526,-79.3156067312829
365,Yumei Sushi,https://www.yelp.com/biz/yumei-sushi-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166987705,4.0,2116 Queen Street E,43.6713499,-79.29489
366,Douce France,https://www.yelp.com/biz/douce-france-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473487661,4.0,2471 Yonge Street,43.7115473,-79.3993523
367,Tacos El Asador,https://www.yelp.com/biz/tacos-el-asador-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165389747,4.0,689 Bloor Street W,43.6636499,-79.41686
368,Real Mo-Mo's,https://www.yelp.com/biz/real-mo-mos-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473438801,4.0,51 Colborne Street,43.6490687312264,-79.3749376013875
369,Sunrise House,https://www.yelp.com/biz/sunrise-house-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165351019,4.0,661 Bloor Street W,43.66401,-79.41561
370,Dumpling House Restaurant,https://www.yelp.com/biz/dumpling-house-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165968898,3.5,328 Spadina Avenue,43.65378,-79.3987
371,Bam! Breakfast & Bistro,https://www.yelp.com/biz/bam-breakfast-and-bistro-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473502261,4.0,1970 Queen Street E,43.66993,-79.30159
372,Sher-E-Punjab,https://www.yelp.com/biz/sher-e-punjab-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164652125,4.0,351 Danforth Avenue,43.67713,-79.35299
373,Maker Pizza,https://www.yelp.com/biz/maker-pizza-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167822000,4.0,59 Cameron Street,43.6500907843714,-79.397982352197
374,Jin Dal Lae,https://www.yelp.com/biz/jin-dal-lae-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165306974,4.5,647 Bloor Street W,43.664166,-79.41517
375,Scheffler's Delicatessen,https://www.yelp.com/biz/schefflers-delicatessen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14163642806,4.5,93 Front St E,43.64914,-79.37157
376,Shoushin,https://www.yelp.com/biz/shoushin-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164889400,4.0,3328 Yonge Street,43.73133,-79.40416
377,Madras Masala,https://www.yelp.com/biz/madras-masala-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473424359,4.0,796 Bloor Street W,43.66315,-79.42188
378,Danforth Pizza House,https://www.yelp.com/biz/danforth-pizza-house-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164634927,4.0,920 Danforth Avenue,43.68039,-79.33879
379,Kiin,https://www.yelp.com/biz/kiin-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16474905040,4.0,326 Adelaide Street W,43.647622,-79.3921
380,Sahan Restaurant,https://www.yelp.com/biz/sahan-restaurant-scarborough?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167597242,4.5,2010 Lawrence Avenue E,43.7450295437891,-79.2963746935129
381,Gloria Espresso Bar & Cafe,https://www.yelp.com/biz/gloria-espresso-bar-and-cafe-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473488880,4.5,478 Roncesvalles Avenue,43.65321,-79.45188
382,Parka Food Co,https://www.yelp.com/biz/parka-food-co-toronto-7?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166033363,4.5,424 Queen Street W,43.64859,-79.39814
383,Loaded Pierogi,https://www.yelp.com/biz/loaded-pierogi-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473440088,4.0,9 1/2 Church Street,43.647901,-79.373407
384,Mana'ish Global Flatbread Cafe,https://www.yelp.com/biz/manaish-global-flatbread-cafe-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169016333,4.5,140 Spadina Avenue,43.64774,-79.3961999
385,Woodlot Restaurant,https://www.yelp.com/biz/woodlot-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473426307,4.0,293 Palmerston Avenue,43.65578,-79.40988
386,LOCAL Public Eatery,https://www.yelp.com/biz/local-public-eatery-toronto-4?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169018351,4.0,171 E Liberty Street,43.63837,-79.4184338
387,Black Briik Restobar,https://www.yelp.com/biz/black-briik-restobar-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165466123,4.5,1077 Bloor St W,43.6600933783486,-79.4331375136971
388,Edulis,https://www.yelp.com/biz/edulis-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167034222,4.0,169 Niagara Street,43.64192,-79.4066
389,Chubby's Jamaican Kitchen,https://www.yelp.com/biz/chubbys-jamaican-kitchen-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14167928105,4.0,104 Portland Street,43.64532,-79.40066
390,Bobbie Sue's Mac & Cheese,https://www.yelp.com/biz/bobbie-sues-mac-and-cheese-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473522762,4.0,162 Ossington Avenue,43.6478899,-79.42041
391,Chine Hot Pot & Noodles,https://www.yelp.com/biz/chine-hot-pot-and-noodles-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14169791776,4.0,327 Spadina Avenue,43.6545068365465,-79.3984092772007
392,NishDish Marketeria and Catering,https://www.yelp.com/biz/nishdish-marketeria-and-catering-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168554085,4.5,690 Bloor Street W,43.66401,-79.41707
393,Ravi Soups,https://www.yelp.com/biz/ravi-soups-toronto-2?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165387284,4.0,1128 Queen Street W,43.643297569592,-79.423988101315
394,Hastings Snack Bar,https://www.yelp.com/biz/hastings-snack-bar-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16478509260,4.5,5 Hastings Avenue,43.66381,-79.32893
395,Tabule Restaurant,https://www.yelp.com/biz/tabule-restaurant-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14164833747,4.0,2009 Yonge Street,43.700983,-79.396863
396,La Famiglia,https://www.yelp.com/biz/la-famiglia-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14168778787,4.5,1555 O'Connor Drive,43.71493,-79.3051
397,Rolltation,https://www.yelp.com/biz/rolltation-toronto-5?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+16473518986,4.0,207 Dundas Street W,43.65477,-79.3874
398,Mamakas Taverna,https://www.yelp.com/biz/mamakas-taverna-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14165195996,4.0,80 Ossington Avenue,43.64596,-79.41986
399,YamChops,https://www.yelp.com/biz/yamchops-toronto?adjust_creative=spvetQ5ChE2Vchv9ViKcWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=spvetQ5ChE2Vchv9ViKcWw,+14166450117,4.5,705 College Street,43.6550692605722,-79.418214363068
